name,algoritmo,modelo,modalidad,n,k,target_cardinality,cardinality_pred,Execution_Time,ARI,AMI,NMI,Silhouette_mean,Error_Card_Pct
reuters_r10,K-MeansPSO,BLIP,texto,7948,10,3909 2285 365 312 298 257 145 143 122 112,3909 2285 365 312 298 257 145 143 122 112,246.6141317000001,0.0091413810438459,0.0039670222831447,0.0075649779628895,-0.0173937516149173,0.0
sst5,K-MeansPSO,BLIP,texto,8503,5,1089 2207 1607 2315 1285,1089 2207 1607 2315 1285,229.1237699000012,-0.0004694352209802,0.0002300386968767,0.0008304580239674,-0.007245087695143,0.0
meld_e,K-MeansPSO,BLIP,texto,9958,7,2949 1676 1486 1239 994 830 784,2949 1676 1486 1239 994 830 784,290.0272855000003,0.0011031942596992,0.0002039661032007,0.0011873090311313,-0.0066732804349984,0.0
dbpedia14,K-MeansPSO,BLIP,texto,9994,14,714 713 713 714 714 714 714 714 714 714 714 714 714 714,714 713 713 714 714 714 714 714 714 714 714 714 714 714,276.40184630000294,0.2375678185376002,0.4553536456641681,0.4571052597437207,-0.0338492222086396,0.0
yahoo,K-MeansPSO,BLIP,texto,10000,10,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,329.1316632999988,0.0003004026026026,0.0005605817161381,0.0023220632791056,-0.017602960060263,0.0
liar,K-MeansPSO,BLIP,texto,9990,6,1318 2874 1569 1614 1490 1125,1318 2874 1569 1614 1490 1125,208.72017289999712,-0.0004416652835848,-8.418954906442464e-05,0.0006354292736396,-0.006507525456188,0.0
scotus,SCK,BLIP,texto,1400,13,372 222 88 51 28 17 24 260 200 83 15 37 3,372 222 88 51 28 17 24 260 200 83 15 37 3,0.6305018000002747,0.0340901034398542,0.075780239293187,0.0984053167825196,-0.0031489120181735,0.0
emotion,SCK,BLIP,texto,2000,6,581 695 159 275 224 66,581 695 159 275 224 66,0.4376472000003559,0.0025500194082228,0.0139116406539288,0.0179357252839079,0.0113495656162551,0.0
bbc_news,SCK,BLIP,texto,2120,5,343 503 502 369 403,343 503 502 369 403,0.4556009999996604,0.1232853659298351,0.1629658325063804,0.1649495605693939,-0.0102396564372691,0.0
goemotions,SCK,BLIP,texto,4543,28,346 185 129 193 234 85 97 175 56 88 194 76 23 55 65 257 2 92 156 12 107 7 89 7 44 102 87 1580,346 185 129 193 234 85 97 175 56 88 194 76 23 55 65 257 2 92 156 12 107 7 89 7 44 102 87 1580,15.40751900000032,0.0241090668187766,0.0205877958705605,0.0492280568778107,-0.0895043742615155,0.0
patent,SCK,BLIP,texto,4987,9,752 648 394 44 156 357 1106 1032 498,752 648 394 44 156 357 1106 1032 498,2.8317019999994955,0.0434316913838088,0.0776328423059303,0.0806784417317493,-0.017259464512996,0.0
tweeteval_emoji,SCK,BLIP,texto,4995,20,1056 520 503 308 242 238 204 199 176 171 159 143 129 153 129 148 137 121 129 130,1056 520 503 308 242 238 204 199 176 171 159 143 129 153 129 148 137 121 129 130,8.747777799999312,0.003232721973406,0.0335444842061617,0.0467863287050315,-0.0258082893473279,0.0
trec,SCK,BLIP,texto,5871,6,93 1339 1286 1280 904 969,93 1339 1286 1280 904 969,2.413576599999942,0.046552618476107,0.059953268560975,0.0611774441201407,0.009498175843838,0.0
20ng,SCK,BLIP,texto,7278,20,310 384 379 382 371 382 374 371 384 380 389 380 382 380 377 384 353 369 303 244,310 384 379 382 371 382 374 371 384 380 389 380 382 380 377 384 353 369 303 244,15.478532400000404,0.1128678136082103,0.2326621273488548,0.2390956108798254,-0.0396221996439691,0.0
ag_news,SCK,BLIP,texto,7600,4,1900 1900 1900 1900,1900 1900 1900 1900,4.213646100000915,0.2232434837405311,0.2479658924974103,0.2482872728767328,0.039878180544573,0.0
reuters_r10,SCK,BLIP,texto,7948,10,3909 2285 365 312 298 257 145 143 122 112,3909 2285 365 312 298 257 145 143 122 112,15.133061300002735,0.2098593223282147,0.17550011831303,0.178478447443321,-0.0942501857256645,0.0
sst5,SCK,BLIP,texto,8503,5,1089 2207 1607 2315 1285,1089 2207 1607 2315 1285,6.933859400000074,0.0048789959859838,0.0039272140437319,0.0045254130045185,-0.0115193479554597,0.0
meld_e,SCK,BLIP,texto,9958,7,2949 1676 1486 1239 994 830 784,2949 1676 1486 1239 994 830 784,12.820552600001974,0.0086939131390098,0.0122894583467115,0.0132609146668488,0.0092685559101647,0.0
dbpedia14,SCK,BLIP,texto,9994,14,714 713 713 714 714 714 714 714 714 714 714 714 714 714,714 713 713 714 714 714 714 714 714 714 714 714 714 714,31.52201219999916,0.2311147522809222,0.3494115109134327,0.3515038410069089,0.0274901427064826,0.0
yahoo,SCK,BLIP,texto,10000,10,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,20.30058629999985,0.0984747683683683,0.1443865210695734,0.1458945137908834,-0.0102176332063984,0.0
liar,SCK,BLIP,texto,9990,6,1318 2874 1569 1614 1490 1125,1318 2874 1569 1614 1490 1125,5.989532899999176,0.0061852380187481,0.0041003676537288,0.0048169754438026,-0.0095504962008635,0.0
scotus,K-MeansACO,Qwen2-VL,texto,1400,13,372 222 88 51 28 17 24 260 200 83 15 37 3,372 222 88 51 28 17 24 260 200 83 15 37 3,74.1839684000006,0.0548555140773868,0.1003950430582427,0.1224175454174535,0.0338155843022083,0.0
emotion,K-MeansACO,Qwen2-VL,texto,2000,6,581 695 159 275 224 66,581 695 159 275 224 66,333.52323510000133,0.0043960279237551,0.0032522100257616,0.0073197942575245,0.1062980608478345,0.0
bbc_news,K-MeansACO,Qwen2-VL,texto,2120,5,343 503 502 369 403,343 503 502 369 403,172.5768159999934,0.6019716053754788,0.6353100640144737,0.6361743604654528,0.1918100142779762,0.0
goemotions,K-MeansACO,Qwen2-VL,texto,4543,28,346 185 129 193 234 85 97 175 56 88 194 76 23 55 65 257 2 92 156 12 107 7 89 7 44 102 87 1580,346 185 129 193 234 85 97 175 56 88 194 76 23 55 65 257 2 92 156 12 107 7 89 7 44 102 87 1580,548.8379757000002,-0.0024525452020232,0.0056929084130024,0.0347687301194755,-0.1042934561604096,0.0
patent,K-MeansACO,Qwen2-VL,texto,4987,9,752 648 394 44 156 357 1106 1032 498,752 648 394 44 156 357 1106 1032 498,557.9474264000019,0.0774342932592325,0.1475235978962341,0.1503384223607806,0.0134272814041581,0.0
tweeteval_emoji,K-MeansACO,Qwen2-VL,texto,4995,20,1056 520 503 308 242 238 204 199 176 171 159 143 129 153 129 148 137 121 129 130,1056 520 503 308 242 238 204 199 176 171 159 143 129 153 129 148 137 121 129 130,582.075373300002,0.0030736448354871,0.0181326441542575,0.0315856532500215,-0.0569877360446437,0.0
trec,K-MeansACO,Qwen2-VL,texto,5871,6,93 1339 1286 1280 904 969,93 1339 1286 1280 904 969,686.0971839000049,0.0726246289650936,0.0847939011845185,0.0859857280376944,-0.0140324343439327,0.0
20ng,K-MeansACO,Qwen2-VL,texto,7277,20,310 384 379 382 371 382 374 371 384 380 389 380 382 380 377 383 353 369 303 244,310 384 379 382 371 382 374 371 384 380 389 380 382 380 377 383 353 369 303 244,2261.4976653999984,0.1948873126706305,0.3355882567975798,0.3411595512553743,0.0364990543283084,0.0
ag_news,K-MeansACO,Qwen2-VL,texto,7600,4,1900 1900 1900 1900,1900 1900 1900 1900,659.774954200002,0.6303384569659786,0.5955728986866148,0.5957457298573445,0.2162685700359218,0.0
reuters_r10,K-MeansACO,Qwen2-VL,texto,7947,10,3909 2285 365 312 298 257 144 143 122 112,3909 2285 365 312 298 257 144 143 122 112,710.903452999999,0.1895126810593327,0.1015888987515133,0.1048356629813851,-0.2089848249598517,0.0
sst5,K-MeansACO,Qwen2-VL,texto,8503,5,1089 2207 1607 2315 1285,1089 2207 1607 2315 1285,808.7281205000036,0.0019324473638788,0.0012697415505011,0.0018695364762675,0.0829561166807512,0.0
meld_e,K-MeansACO,Qwen2-VL,texto,9958,7,2949 1676 1486 1239 994 830 784,2949 1676 1486 1239 994 830 784,1007.9512481999992,0.0102906097888526,0.025535325851418,0.0264937542841729,-0.0147244823548316,0.0
liar,K-MeansACO,Qwen2-VL,texto,9990,6,1318 2874 1569 1614 1490 1125,1318 2874 1569 1614 1490 1125,1093.0787291000015,0.0185779724966998,0.0285667879336387,0.0292657907093131,0.0334041574068778,0.0
dbpedia14,K-MeansACO,Qwen2-VL,texto,9994,14,714 713 713 714 714 714 714 714 714 714 714 714 714 714,714 713 713 714 714 714 714 714 714 714 714 714 714 714,1656.2542231999978,0.5504407169962435,0.6832357863801106,0.6842545183555621,0.1266916492106873,0.0
yahoo,K-MeansACO,Qwen2-VL,texto,10000,10,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,1574.6107995999992,0.0971110964964964,0.1343044918181899,0.1358302538092713,-0.0231221453880418,0.0
scotus,K-MeansBA,Qwen2-VL,texto,1400,13,372 222 88 51 28 17 24 260 200 83 15 37 3,372 222 88 51 28 17 24 260 200 83 15 37 3,57.18156710000039,0.0032678680154583,-0.0041029839195222,0.02047765023731,-0.0495687192614232,0.0
emotion,K-MeansBA,Qwen2-VL,texto,2000,6,581 695 159 275 224 66,581 695 159 275 224 66,270.1488133000021,0.0110199408324297,0.0041391657941431,0.0082031304871078,0.0270267103596374,0.0
bbc_news,K-MeansBA,Qwen2-VL,texto,2120,5,343 503 502 369 403,343 503 502 369 403,84.58975639999699,0.7464679608264861,0.7126631111021362,0.7133440847973349,0.2352653829164537,0.0
goemotions,K-MeansBA,Qwen2-VL,texto,4543,28,346 185 129 193 234 85 97 175 56 88 194 76 23 55 65 257 2 92 156 12 107 7 89 7 44 102 87 1580,346 185 129 193 234 85 97 175 56 88 194 76 23 55 65 257 2 92 156 12 107 7 89 7 44 102 87 1580,482.195023100001,-0.0133227699277646,0.0005210721799294,0.0297481302493735,-0.0623653058529526,0.0
patent,K-MeansBA,Qwen2-VL,texto,4987,9,752 648 394 44 156 357 1106 1032 498,752 648 394 44 156 357 1106 1032 498,394.03588290000334,0.0015268240363738,-0.0003349778045408,0.0029680665510763,-0.0131805861718023,0.0
tweeteval_emoji,K-MeansBA,Qwen2-VL,texto,4995,20,1056 520 503 308 242 238 204 199 176 171 159 143 129 153 129 148 137 121 129 130,1056 520 503 308 242 238 204 199 176 171 159 143 129 153 129 148 137 121 129 130,470.58626560000266,-0.000702926964094,0.0013038909674827,0.0149874784283835,-0.0360869198606168,0.0
trec,K-MeansBA,Qwen2-VL,texto,5871,6,93 1339 1286 1280 904 969,93 1339 1286 1280 904 969,451.8060021999991,0.1318918611555302,0.1578710885440656,0.1589677506530791,0.0406887384485784,0.0
20ng,K-MeansBA,Qwen2-VL,texto,7277,20,310 384 379 382 371 382 374 371 384 380 389 380 382 380 377 383 353 369 303 244,310 384 379 382 371 382 374 371 384 380 389 380 382 380 377 383 353 369 303 244,2143.124400199995,0.1835653784723583,0.3201310324534916,0.3258319404366371,0.014258920777703,0.0
ag_news,K-MeansBA,Qwen2-VL,texto,7600,4,1900 1900 1900 1900,1900 1900 1900 1900,450.9736873999937,0.6307110879176823,0.5962292574090737,0.5964018080861223,0.2162988029709363,0.0
reuters_r10,K-MeansBA,Qwen2-VL,texto,7947,10,3909 2285 365 312 298 257 144 143 122 112,3909 2285 365 312 298 257 144 143 122 112,555.7929167000038,0.1770579412299351,0.173289111609291,0.1762767587311291,0.1807900643231466,0.0
sst5,K-MeansBA,Qwen2-VL,texto,8503,5,1089 2207 1607 2315 1285,1089 2207 1607 2315 1285,576.594094,-0.0001749108958667,0.001197730941756,0.001797569114032,0.0054350126906446,0.0
meld_e,K-MeansBA,Qwen2-VL,texto,9958,7,2949 1676 1486 1239 994 830 784,2949 1676 1486 1239 994 830 784,741.2973261000006,-0.0005597484624137,0.0003064939443862,0.0012897360317212,-0.0064170250623605,0.0
liar,K-MeansBA,Qwen2-VL,texto,9990,6,1318 2874 1569 1614 1490 1125,1318 2874 1569 1614 1490 1125,825.1721436000007,0.0169960058567603,0.0303143319695095,0.0310120772854672,0.0496545463583435,0.0
dbpedia14,K-MeansBA,Qwen2-VL,texto,9994,14,714 713 713 714 714 714 714 714 714 714 714 714 714 714,714 713 713 714 714 714 714 714 714 714 714 714 714 714,1034.7732126000046,0.4328656502856474,0.6178208045461095,0.6190499148749311,0.1215024577057112,0.0
yahoo,K-MeansBA,Qwen2-VL,texto,10000,10,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,1146.2223972000063,0.0001233543543543,0.0002460321628289,0.0020080681098127,-0.009520369875934,0.0
20ng,CSCLP,Qwen2-VL,texto,7277,20,310 384 379 382 371 382 374 371 384 380 389 380 382 380 377 383 353 369 303 244,310 384 379 382 371 382 374 371 384 380 389 380 382 380 377 383 353 369 303 244,147.21109830000023,0.2192858399084533,0.361797357200416,0.3671488803833768,0.0692400717666949,0.0
ag_news,CSCLP,Qwen2-VL,texto,7600,4,1900 1900 1900 1900,1900 1900 1900 1900,70.03895749999901,0.6295265020662574,0.5955189043456671,0.5956917585907782,0.216207084101437,0.0
bbc_news,CSCLP,Qwen2-VL,texto,2120,5,343 503 502 369 403,343 503 502 369 403,5.412871799999266,0.7556791999647258,0.758229627522866,0.7588026109102995,0.2878843020124481,0.0
dbpedia14,CSCLP,Qwen2-VL,texto,9994,14,714 713 713 714 714 714 714 714 714 714 714 714 714 714,714 713 713 714 714 714 714 714 714 714 714 714 714 714,226.6739866999997,0.348321322820305,0.4958742281833052,0.4974955257330818,0.1072852060387419,0.0
emotion,CSCLP,Qwen2-VL,texto,2000,6,581 695 159 275 224 66,581 695 159 275 224 66,5.5162380999991,0.011541166766227,0.0246619007309752,0.0286421150972661,0.135613325467217,0.0
goemotions,CSCLP,Qwen2-VL,texto,4543,28,346 185 129 193 234 85 97 175 56 88 194 76 23 55 65 257 2 92 156 12 107 7 89 7 44 102 87 1580,346 185 129 193 234 85 97 175 56 88 194 76 23 55 65 257 2 92 156 12 107 7 89 7 44 102 87 1580,54.66132280000056,0.0217023836280455,0.0456566898758624,0.0735638788788556,-0.1327565259565372,0.0
liar,CSCLP,Qwen2-VL,texto,9990,6,1318 2874 1569 1614 1490 1125,1318 2874 1569 1614 1490 1125,140.4620345000003,0.0207723218677784,0.0370954899811694,0.0377883558589798,0.0515892287733594,0.0
meld_e,CSCLP,Qwen2-VL,texto,9958,7,2949 1676 1486 1239 994 830 784,2949 1676 1486 1239 994 830 784,113.4610458999996,0.019711965422592,0.0449435534127866,0.0458828930087497,0.0375794407426904,0.0
patent,CSCLP,Qwen2-VL,texto,4987,9,752 648 394 44 156 357 1106 1032 498,752 648 394 44 156 357 1106 1032 498,35.18507689999933,0.0944047018377887,0.1992239878145826,0.2018681007825884,0.0489205234736297,0.0
reuters_r10,CSCLP,Qwen2-VL,texto,7947,10,3909 2285 365 312 298 257 144 143 122 112,3909 2285 365 312 298 257 144 143 122 112,98.89281840000147,0.1309286137574176,0.2660931132933443,0.2687453764104234,-0.1852159140230673,0.0
scotus,CSCLP,Qwen2-VL,texto,1400,13,372 222 88 51 28 17 24 260 200 83 15 37 3,372 222 88 51 28 17 24 260 200 83 15 37 3,3.515428599999723,0.0593041622687122,0.1125906175330569,0.1343145698836543,-0.0796738866592402,0.0
sst5,CSCLP,Qwen2-VL,texto,8503,5,1089 2207 1607 2315 1285,1089 2207 1607 2315 1285,80.50927050000064,0.0005856308655482,0.0018220037876152,0.002421467048165,0.1163126228074678,0.0
trec,CSCLP,Qwen2-VL,texto,5871,6,93 1339 1286 1280 904 969,93 1339 1286 1280 904 969,50.21523589999924,0.1205909877541139,0.1668196640384774,0.167904672867879,0.0101630693235209,0.0
tweeteval_emoji,CSCLP,Qwen2-VL,texto,4995,20,1056 520 503 308 242 238 204 199 176 171 159 143 129 153 129 148 137 121 129 130,1056 520 503 308 242 238 204 199 176 171 159 143 129 153 129 148 137 121 129 130,58.1845871000005,0.0027111905971908,0.0237260224769309,0.0371023941643903,-0.0021736798015417,0.0
yahoo,CSCLP,Qwen2-VL,texto,10000,10,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,134.96212839999862,0.2273645585585585,0.2849566589560953,0.2862169010867632,0.0554601109937731,0.0
scotus,HCAKC,Qwen2-VL,texto,1400,13,372 222 88 51 28 17 24 260 200 83 15 37 3,88 372 260 200 83 51 3 222 28 37 15 24 17,22.168645300000207,0.032036298227164,0.0434128564593728,0.0668302937054172,-0.0466723669818846,0.0
emotion,HCAKC,Qwen2-VL,texto,2000,6,581 695 159 275 224 66,66 581 695 275 224 159,23.934590800003207,0.0062800424969601,0.0042214035270052,0.0082850326196216,0.0150457621473366,0.0
bbc_news,HCAKC,Qwen2-VL,texto,2120,5,343 503 502 369 403,502 503 403 343 369,30.30100870000024,0.3660714153988627,0.4300829357903838,0.4314336100134543,0.076123510821599,0.0
goemotions,HCAKC,Qwen2-VL,texto,4543,28,346 185 129 193 234 85 97 175 56 88 194 76 23 55 65 257 2 92 156 12 107 7 89 7 44 102 87 1580,234 346 1580 129 257 194 193 185 12 156 7 7 88 175 107 2 76 56 55 87 85 44 92 97 23 89 102 65,303.0951478999996,-0.0010679422390369,0.0067428926213139,0.0357880103793853,-0.1391992576232727,0.0
patent,HCAKC,Qwen2-VL,texto,4987,9,752 648 394 44 156 357 1106 1032 498,1106 752 648 1032 394 357 498 44 156,165.85805609999807,0.1035346296626449,0.151720400730752,0.1545213676113672,0.0210530105390763,0.0
tweeteval_emoji,HCAKC,Qwen2-VL,texto,4995,20,1056 520 503 308 242 238 204 199 176 171 159 143 129 153 129 148 137 121 129 130,171 1056 503 520 308 242 238 148 199 176 204 159 129 129 129 137 143 130 153 121,264.27311969999573,0.0048456433338243,0.0089395351527705,0.0225185031963282,-0.0558356669605537,0.0
trec,HCAKC,Qwen2-VL,texto,5871,6,93 1339 1286 1280 904 969,1286 904 1339 1280 969 93,194.3641123999987,0.1203433982781342,0.1522777738752718,0.1533817198765464,-0.0177990089569215,0.0
20ng,HCAKC,Qwen2-VL,texto,7277,20,310 384 379 382 371 382 374 371 384 380 389 380 382 380 377 383 353 369 303 244,389 384 384 382 382 383 382 371 380 380 379 380 374 353 377 371 310 244 369 303,1828.1170727000065,0.1064077913158407,0.2158436790514253,0.2224190681977522,-0.0907184994810557,0.0
ag_news,HCAKC,Qwen2-VL,texto,7600,4,1900 1900 1900 1900,1900 1900 1900 1900,385.49154940000153,0.4478337191611272,0.454154882536517,0.4543881484338368,0.1328848542796905,0.0
reuters_r10,HCAKC,Qwen2-VL,texto,7947,10,3909 2285 365 312 298 257 144 143 122 112,3909 144 365 312 2285 257 298 122 143 112,290.59146930000134,0.2785081727384838,0.3212710850876599,0.3237239407565788,0.1410613442249158,0.0
sst5,HCAKC,Qwen2-VL,texto,8503,5,1089 2207 1607 2315 1285,2315 1607 2207 1285 1089,402.8976254000008,0.0003695919700079,0.0001350672757563,0.0007355436386441,0.0370301423247073,0.0
meld_e,HCAKC,Qwen2-VL,texto,9958,7,2949 1676 1486 1239 994 830 784,1676 1486 1239 2949 784 994 830,371.15416749999713,0.0237489567179022,0.0414856826402531,0.0424284232026679,-0.0203241286439318,0.0
liar,HCAKC,Qwen2-VL,texto,9990,6,1318 2874 1569 1614 1490 1125,1614 2874 1490 1569 1125 1318,511.9772902999976,0.0175287602838287,0.0289059600515319,0.0296047187731129,0.0175560925110954,0.0
dbpedia14,HCAKC,Qwen2-VL,texto,9994,14,714 713 713 714 714 714 714 714 714 714 714 714 714 714,714 714 714 714 714 714 714 714 714 714 714 714 713 713,567.1611004999941,0.4846615809371662,0.6357416006888134,0.6369130767039367,0.0531645201162041,0.0
yahoo,HCAKC,Qwen2-VL,texto,10000,10,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,906.0056289999992,0.1157645529529529,0.1660311893067038,0.1675010339588675,-0.0298381365348596,0.0
scotus,K-MedoidsSC,Qwen2-VL,texto,1400,13,372 222 88 51 28 17 24 260 200 83 15 37 3,372 222 88 51 28 17 24 260 200 83 15 37 3,4.905234699996072,0.0311950717378333,0.0235327188334955,0.0474368256719971,-0.1007448852495883,0.0
emotion,K-MedoidsSC,Qwen2-VL,texto,2000,6,581 695 159 275 224 66,581 695 159 275 224 66,7.725184900002205,-0.0006642071835273,0.0019985709154928,0.0060712710679816,0.0352457424032752,0.0
bbc_news,K-MedoidsSC,Qwen2-VL,texto,2120,5,343 503 502 369 403,343 503 502 369 403,8.291526000000886,0.045573913907015,0.063861750540633,0.0660803501969331,-0.0424974905611346,0.0
goemotions,K-MedoidsSC,Qwen2-VL,texto,4543,28,346 185 129 193 234 85 97 175 56 88 194 76 23 55 65 257 2 92 156 12 107 7 89 7 44 102 87 1580,346 185 129 193 234 85 97 175 56 88 194 76 23 55 65 257 2 92 156 12 107 7 89 7 44 102 87 1580,82.97413559999404,0.0341583529634232,0.0033118523411893,0.0324573015927166,-0.1808590480599613,0.0
patent,K-MedoidsSC,Qwen2-VL,texto,4987,9,752 648 394 44 156 357 1106 1032 498,752 648 394 44 156 357 1106 1032 498,58.96060739999666,0.0073772190132678,0.0137102952684902,0.0169669629993005,-0.0779501194645009,0.0
tweeteval_emoji,K-MedoidsSC,Qwen2-VL,texto,4995,20,1056 520 503 308 242 238 204 199 176 171 159 143 129 153 129 148 137 121 129 130,1056 520 503 308 242 238 204 199 176 171 159 143 129 153 129 148 137 121 129 130,108.485723400001,0.0059017947115264,0.0071461885617452,0.0207497280587252,-0.0913248352787597,0.0
trec,K-MedoidsSC,Qwen2-VL,texto,5871,6,93 1339 1286 1280 904 969,93 1339 1286 1280 904 969,88.18599560000439,0.0245266357124081,0.0404877084925037,0.0417372330711216,-0.1965099965798594,0.0
20ng,K-MedoidsSC,Qwen2-VL,texto,7277,20,310 384 379 382 371 382 374 371 384 380 389 380 382 380 377 383 353 369 303 244,310 384 379 382 371 382 374 371 384 380 389 380 382 380 377 383 353 369 303 244,261.56672609999805,0.0051597890097931,0.0176001840955905,0.0258379052160902,-0.0766412446223031,0.0
ag_news,K-MedoidsSC,Qwen2-VL,texto,7600,4,1900 1900 1900 1900,1900 1900 1900 1900,129.35955260000628,0.0120513355184752,0.0126830739607389,0.0131050020156456,-0.0332971462033979,0.0
reuters_r10,K-MedoidsSC,Qwen2-VL,texto,7947,10,3909 2285 365 312 298 257 144 143 122 112,3909 2285 365 312 298 257 144 143 122 112,169.68745769999805,0.3711237183069067,0.2086587446087557,0.2115185695575522,0.1332752546333404,0.0
sst5,K-MedoidsSC,Qwen2-VL,texto,8503,5,1089 2207 1607 2315 1285,1089 2207 1607 2315 1285,129.08780480000132,0.0020305133580025,0.0019407862957486,0.0025401782205749,-0.0530535981499026,0.0
meld_e,K-MedoidsSC,Qwen2-VL,texto,9958,7,2949 1676 1486 1239 994 830 784,2949 1676 1486 1239 994 830 784,203.3115324000028,0.0117380448909234,0.0087473495146403,0.0097222896530284,-0.0302402111002432,0.0
liar,K-MedoidsSC,Qwen2-VL,texto,9990,6,1318 2874 1569 1614 1490 1125,1318 2874 1569 1614 1490 1125,287.92335209999874,-0.0004607442782373,0.001313163517425,0.0020317768632111,-0.1096606815921567,0.0
dbpedia14,K-MedoidsSC,Qwen2-VL,texto,9994,14,714 713 713 714 714 714 714 714 714 714 714 714 714 714,714 713 713 714 714 714 714 714 714 714 714 714 714 714,453.9519466999991,0.0365267064311595,0.0699299870241545,0.0729211458132093,-0.0505884138551248,0.0
yahoo,K-MedoidsSC,Qwen2-VL,texto,10000,10,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,249.87505360000068,0.0227948718718718,0.0392716463846071,0.0409649008740283,-0.1094504775672891,0.0
scotus,MILP-KM,Qwen2-VL,texto,1400,13,372 222 88 51 28 17 24 260 200 83 15 37 3,372 222 88 51 28 17 24 260 200 83 15 37 3,6.8911797999971895,0.0535595705667962,0.1395365345628435,0.1606008456822755,0.0585299598076823,0.0
emotion,MILP-KM,Qwen2-VL,texto,2000,6,581 695 159 275 224 66,581 695 159 275 224 66,8.974250799998117,0.0203694310199195,0.02755765922135,0.0315260564141363,0.1622229910779918,0.0
bbc_news,MILP-KM,Qwen2-VL,texto,2120,5,343 503 502 369 403,343 503 502 369 403,8.626603199998499,0.7254957721618752,0.7372990904657676,0.7379216781529376,0.2530579313544536,0.0
goemotions,MILP-KM,Qwen2-VL,texto,4543,28,346 185 129 193 234 85 97 175 56 88 194 76 23 55 65 257 2 92 156 12 107 7 89 7 44 102 87 1580,346 185 129 193 234 85 97 175 56 88 194 76 23 55 65 257 2 92 156 12 107 7 89 7 44 102 87 1580,176.05430530000012,-0.0136790557127222,0.0441404457757297,0.0720919732366218,-0.0117821410490149,0.0
patent,MILP-KM,Qwen2-VL,texto,4987,9,752 648 394 44 156 357 1106 1032 498,752 648 394 44 156 357 1106 1032 498,48.57621110000037,0.1024490721619159,0.194877695218429,0.1975361593763323,0.1019486939465539,0.0
tweeteval_emoji,MILP-KM,Qwen2-VL,texto,4995,20,1056 520 503 308 242 238 204 199 176 171 159 143 129 153 129 148 137 121 129 130,1056 520 503 308 242 238 204 199 176 171 159 143 129 153 129 148 137 121 129 130,152.89723899999808,0.0083674903492695,0.027820327953835,0.0411406017086218,0.0361235643568392,0.0
trec,MILP-KM,Qwen2-VL,texto,5871,6,93 1339 1286 1280 904 969,93 1339 1286 1280 904 969,42.22498729999643,0.160679333835416,0.1866014919491167,0.1876607398993685,0.0451182186384019,0.0
20ng,MILP-KM,Qwen2-VL,texto,7277,20,310 384 379 382 371 382 374 371 384 380 389 380 382 380 377 383 353 369 303 244,310 384 379 382 371 382 374 371 384 380 389 380 382 380 377 383 353 369 303 244,297.09157660000346,0.2359918353418958,0.3890828420752356,0.3942055681723282,0.0941558029939622,0.0
ag_news,MILP-KM,Qwen2-VL,texto,7600,4,1900 1900 1900 1900,1900 1900 1900 1900,27.3335619999998,0.6555271638812672,0.6173834173132406,0.6175469277993372,0.2228838342637926,0.0
reuters_r10,MILP-KM,Qwen2-VL,texto,7947,10,3909 2285 365 312 298 257 144 143 122 112,3909 2285 365 312 298 257 144 143 122 112,121.5859203,0.3300692954914586,0.2984097476885222,0.3009452218518157,-0.1553005665074557,0.0
sst5,MILP-KM,Qwen2-VL,texto,8503,5,1089 2207 1607 2315 1285,1089 2207 1607 2315 1285,34.90104689999862,0.0056300738078661,0.0067784346691562,0.0073749213080732,0.1153187698025534,0.0
meld_e,MILP-KM,Qwen2-VL,texto,9958,7,2949 1676 1486 1239 994 830 784,2949 1676 1486 1239 994 830 784,139.32066699999996,0.0194385271368407,0.0529744752273179,0.0539059160620303,0.0706837014538102,0.0
liar,MILP-KM,Qwen2-VL,texto,9990,6,1318 2874 1569 1614 1490 1125,1318 2874 1569 1614 1490 1125,109.05988519999664,0.0215866239589901,0.031325638638041,0.0320226562599487,0.0880594036478379,0.0
dbpedia14,MILP-KM,Qwen2-VL,texto,9994,14,714 713 713 714 714 714 714 714 714 714 714 714 714 714,714 713 713 714 714 714 714 714 714 714 714 714 714 714,247.97630860000208,0.4685889206194958,0.6292257567659301,0.6304181881108094,0.1647286898136139,0.0
yahoo,MILP-KM,Qwen2-VL,texto,10000,10,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,177.22686319999775,0.2273634464464464,0.2968138084082425,0.2980531526738,0.0594815362682719,0.0
